Stockpile_ID,AreaName,Date,numID,Type,PointName,POINT_X,POINT_Y
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41459579,23.85114126
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41461572,23.851156
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41463258,23.8511548
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.4146566,23.85117164
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41466667,23.85118965
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41468145,23.85121348
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41468804,23.85123312
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41468237,23.85124913
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41467202,23.85126199
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.4146697,23.85126307
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41465812,23.85126849
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41465346,23.85126799
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41463835,23.85126971
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41462318,23.85126611
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41461968,23.85126507
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.4146022,23.85126255
a,Bagmara,2072018,5,base,a_Bagmara_02072018_5_base,89.41460045,23.85126203
