ORIG_FID,repose_angle,vol_est,vol_ste
273,35,76.7629180209194,8.29733436980176
274,35,194.794559452892,27.8639965483257
275,35,64.4903570246909,5.89354959574553
276,35,107.506841331427,12.8479907542783
277,35,167.285365046997,30.4528980676551
278,35,94.8789110618333,9.2613781306406
279,35,71.8700758158163,6.27113017925318
280,35,89.5546322411248,6.60728000264811
281,35,80.6032388689349,6.493425677404
282,35,47.1070285252912,2.38508708175475
283,35,212.835842501924,35.9359610198071
284,35,192.62389304678,34.8738216795321
285,35,93.3796732077356,9.46799600994083
286,35,66.6333709745386,5.17426884473465
287,35,93.7068358413054,8.603836871937
288,35,233.31441022125,42.1846214924887
289,35,186.821985086952,30.7376631425927
290,35,328.179350113553,63.3050885863081
291,35,128.018020082519,15.7937071892452
292,35,154.306722364282,24.5134000204201
293,35,90.9676119454436,8.72762277697433
294,35,143.591077142619,20.0060534458793
295,35,119.767388533283,13.4647335629491
296,35,238.581075887065,42.9886535342537
297,35,84.9708405818415,9.40352082013186
